,ItemID,ItemName,CurrentValue,LastUpdated,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Experience,ProductionTime,Source,MatGroup,Tag,Description
567,6015,Waragon Hide,1386,2018/05/13,1386,,1386,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Hide 6,,
568,6016,Cheetah Dragon Hide,2076,2018/05/13,2076,,2076,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Hide 6,,
569,6017,Soft Kuku Bird Plume,851,2018/05/13,851,,851,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
570,6018,Flamingo Plume,1070,2018/05/13,1070,,1070,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
571,6019,Snake Skin,1134,2018/05/13,1134,,1134,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Hide 6,,
572,6020,Lion Hide,1276,2018/05/13,1276,,1276,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Hide 5,,
573,6021,Feather Wolf Hide,662,2018/05/13,662,,662,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Hide 5,,
574,6022,Black Leopard Hide,792,2018/05/13,792,,792,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
575,6023,Gazelle Hide,1142,2018/05/13,1142,,1142,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
576,6024,Griffon Feather,1339,2018/05/13,1339,,1339,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
577,6025,Soft Ferri Feather,851,2018/05/13,851,,851,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
578,6026,Belladonna Elephant Hide,2597,2018/05/13,2597,,2597,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
579,6151,Soft Hide,3024,2018/05/13,3024,,3024,,,Yes,No,5,Hide 1,,,,,,,,,,,2.5,0.05,Fine Soft Hide,,10,Processing - Drying,,,
580,6152,Tough Hide,7483,2018/05/13,7483,,7483,,,Yes,No,5,Hide 2,,,,,,,,,,,2.5,0.05,Fine Tough Hide,,10,Processing - Drying,,,
581,6153,Hard Hide,7228,2018/05/13,7228,,7228,,,Yes,No,5,Hide 3,,,,,,,,,,,2.5,0.05,Fine Hard Hide,,10,Processing - Drying,,,
582,6154,Thin Hide,6506,2018/05/13,6506,,6506,,,Yes,No,5,Hide 4,,,,,,,,,,,2.5,0.05,Fine Thin Hide,,10,Processing - Drying,,,
583,6155,Thick Fur,3024,2018/05/13,3024,,3024,,,Yes,No,5,Hide 5,,,,,,,,,,,2.5,0.05,Fine Thick Fur,,10,Processing - Drying,,,
584,6156,Fancy Reptile Skin,3175,2018/05/13,3175,,3175,,,Yes,No,5,Hide 6,,,,,,,,,,,2.5,0.05,Fine Fancy Reptile Skin,,10,Processing - Drying,,,
585,6157,Lightweight Plume,4428,2018/05/13,4428,,4428,,,Yes,No,5,Soft Kuku Bird Plume,,,,,,,,,,,2.5,0.05,Fine Lightweight Plume,,6,Processing - Filtering,,,
586,6158,Fancy Feather,5082,2018/05/13,5082,,5082,,,Yes,No,5,Flamingo Plume,,,,,,,,,,,2.5,0.05,Fine Fancy Feather,,6,Processing - Filtering,,,
587,6159,Fine Soft Hide,10080,2018/05/13,10080,,10080,,,Yes,No,10,Soft Hide,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
588,6160,Fine Tough Hide,24948,2018/05/13,24948,,24948,,,Yes,No,10,Tough Hide,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
589,6161,Fine Hard Hide,29451,2018/05/13,29451,,29451,,,Yes,No,10,Hard Hide,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
590,6162,Fine Thin Hide,21690,2018/05/13,21690,,21690,,,Yes,No,10,Thin Hide,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
591,6163,Fine Thick Fur,10080,2018/05/13,10080,,10080,,,Yes,No,10,Thick Fur,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
592,6164,Fine Fancy Reptile Skin,10584,2018/05/13,10584,,10584,,,Yes,No,10,Fancy Reptile Skin,,,,,,,,,,,2.5,,,,10,Processing - Drying,,,
593,6165,Fine Lightweight Plume,14358,2018/05/13,14358,,14358,,,Yes,No,5,Lightweight Plume,,,,,,,,,,,2.5,,,,6,Processing - Filtering,,,
594,6166,Fine Fancy Feather,16940,2018/05/13,16940,,16940,,,Yes,No,5,Fancy Feather,,,,,,,,,,,2.5,,,,6,Processing - Filtering,,,
595,6167,Supreme Soft Hide,134026,2018/05/13,134026,,134026,,,Yes,No,3,Fine Soft Hide,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
596,6168,Supreme Tough Hide,140679,2018/05/13,140679,,140679,,,Yes,No,3,Fine Tough Hide,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
597,6169,Supreme Hard Hide,151488,2018/05/13,151488,,151488,,,Yes,No,3,Fine Hard Hide,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
598,6170,Supreme Thin Hide,132864,2018/05/13,132864,,132864,,,Yes,No,3,Fine Thin Hide,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
599,6171,Supreme Thick Fur,60921,2018/05/13,60921,,60921,,,Yes,No,3,Fine Thick Fur,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
600,6172,Supreme Fancy Reptile Skin,51112,2018/05/13,51112,,51112,,,Yes,No,3,Fine Fancy Reptile Skin,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
601,6173,Supreme Lightweight Plume,140679,2018/05/13,140679,,140679,,,Yes,No,3,Fine Lightweight Plume,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
602,6174,Supreme Fancy Feather,119997,2018/05/13,119997,,119997,,,Yes,No,3,Fine Fancy Feather,5,Leather Glaze,,,,,,,,,2,,,,9,Processing - Shaking,,,
603,6183,Leather Glaze,27139,2018/05/13,27139,,27139,,,Yes,No,1,Clear Liquid Reagent,3,Maple Sap,3,Trace of Ascension,2,Powder of Darkness,,,,,1.5,,,,Alchemy,Alchemy,,,
604,6201,Deer Blood,2131,2018/05/13,2131,,2131,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 2,,
605,6202,Sheep Blood,1269,2018/05/13,1269,,1269,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 2,,
606,6203,Fox Blood,1663,2018/05/13,1663,,1663,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 3,,
607,6204,Rhino Blood,3269,2018/05/13,3269,,3269,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 1,,
608,6205,Pig Blood,1614,2018/05/13,1614,,1614,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 2,,
609,6206,Ox Blood,1098,2018/05/13,1098,,1098,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 2,,
610,6207,Dinosaur Blood,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 4,,
611,6208,Lizard Blood,2494,2018/05/13,2494,,2494,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 5,,
612,6209,Worm Blood,2286,2018/05/13,2286,,2286,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 5,,
613,6210,Raccoon Blood,2079,2018/05/13,2079,,2079,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 3,,
614,6212,Weasel Blood,1455,2018/05/13,1455,,1455,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 3,,
615,6213,Bear Blood,2275,2018/05/13,2275,,2275,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 4,,
616,6214,Wolf Blood,1529,2018/05/13,1529,,1529,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 1,,
617,6215,Waragon Blood,2866,2018/05/13,2866,,2866,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 2,,
618,6216,Cheetah Dragon Blood,2380,2018/05/13,2380,,2380,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 1,,
619,6217,Kuku Bird Blood,2286,2018/05/13,2286,,2286,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 5,,
620,6218,Flamingo Blood,2702,2018/05/13,2702,,2702,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 1,,
621,6219,Bat Blood,2494,2018/05/13,2494,,2494,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 5,,
622,6220,Troll Blood,2910,2018/05/13,2910,,2910,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 4,,
623,6221,Ogre Blood,3118,2018/05/13,3118,,3118,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 4,,
624,6222,Cobra Blood,2702,2018/05/13,2702,,2702,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 5,,
625,6223,Lion Blood,3221,2018/05/13,3221,,3221,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 4,,
626,6224,Scorpion Blood,2860,2018/05/13,2860,,2860,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Blood 3,,
627,6351,Legendary Beast's Blood,18186,2018/05/13,18186,,18186,,,Yes,No,1,Spirit's Leaf,1,Trace of the Earth,1,Pure Powder Reagent,2,Blood 5,,,,,2.5,,,,Alchemy,Alchemy,,,
628,6352,Tyrant's Blood,14101,2018/05/13,14101,,14101,,,Yes,No,1,Monk's Branch,1,Trace of Savagery,1,Pure Powder Reagent,2,Blood 4,,,,,2.5,,,,Alchemy,Alchemy,,,
629,6353,Clown's Blood,13098,2018/05/13,13098,,13098,,,Yes,No,1,Spirit's Leaf,1,Powder of Darkness,1,Clear Liquid Reagent,2,Blood 1,,,,,2.5,,,,Alchemy,Alchemy,,,
630,6354,Sinner's Blood,14604,2018/05/13,14604,,14604,,,Yes,No,1,Bloody Tree Knot,1,Powder of Flame,1,Clear Liquid Reagent,2,Blood 2,,,,,2.5,,,,Alchemy,Alchemy,,,
631,6355,Wise Man's Blood,15864,2018/05/13,15864,,15864,,,Yes,No,1,Monk's Branch,1,Trace of Ascension,1,Clear Liquid Reagent,2,Blood 3,,,,,2.5,,,,Alchemy,Alchemy,,,
632,6501,Coral Piece,1379,2018/05/13,1379,,1379,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
633,6504,Green Coral,37535,2018/05/13,37535,,37535,,,Yes,No,10,Coral Piece,1,Emerald,,,,,,,,,1.5,,,,9,Processing - Heating,,,
634,6505,Golden Coral,37535,2018/05/13,37535,,37535,,,Yes,No,10,Coral Piece,1,Topaz,,,,,,,,,1.5,,,,9,Processing - Heating,,,
635,6506,White Coral,37535,2018/05/13,37535,,37535,,,Yes,No,10,Coral Piece,1,Diamond,,,,,,,,,1.5,,,,9,Processing - Heating,,,
636,6511,Lobster,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
637,6515,Oyster,4390,2018/05/13,4390,,4390,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
638,6516,Shrimp,4599,2018/05/13,4599,,4599,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
639,6520,Dried Pearl Oyster Flesh,13590,2018/05/13,13590,,13590,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Seafood 2,,
640,6521,Dried Lobster,27500,2018/05/13,27500,,27500,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
641,6524,Prairie Green Coral,187276,2018/05/13,187276,,187276,,,Yes,No,3,Green Coral,1,Resplendent Emerald,,,,,,,,,1.5,,,,9,Processing - Heating,Coral,,
642,6525,Golden Sun Coral,187276,2018/05/13,187276,,187276,,,Yes,No,3,Golden Coral,1,Resplendent Topaz,,,,,,,,,1.5,,,,9,Processing - Heating,Coral,,
643,6526,Breezy White Coral,187276,2018/05/13,187276,,187276,,,Yes,No,3,White Coral,1,Resplendent Diamond,,,,,,,,,1.5,,,,9,Processing - Heating,Coral,,
644,6527,Golden Pearl,500000,2018/05/13,500000,,500000,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
645,6528,Glue,5500,2018/05/13,5500,,5500,,,Yes,No,,,,,,,,,,,,,2.5,,,,9,Processing - Heating,,,
646,6533,Coral Crystal,298999,2018/05/13,298999,,298999,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
647,6601,Oil of Regeneration,106374,2018/05/13,106374,,106374,,,Yes,No,1,Legendary Beast's Blood,1,Red Tree Lump,1,Fruit of Crimson Flame,1,Powder of Crevice,,,,,2.5,,,,Alchemy,Alchemy,,,
648,6602,Oil of Storms,52697,2018/05/13,52697,,52697,,,Yes,No,1,Tyrant's Blood,1,Old Tree Bark,1,Fruit of Abundance,1,Powder of Time,,,,,2.5,,,,Alchemy,Alchemy,,,
649,6603,Oil of Fortitude,99198,2018/05/13,99198,,99198,,,Yes,No,1,Clown's Blood,1,Monk's Branch,1,Fruit of Nature,1,Powder of Flame,,,,,2.5,,,,Alchemy,Alchemy,,,
650,6604,Oil of Corruption,103379,2018/05/13,103379,,103379,,,Yes,No,1,Sinner's Blood,1,Spirit's Leaf,1,Fruit of the Sun,1,Powder of Darkness,,,,,2.5,,,,Alchemy,Alchemy,,,
651,6605,Oil of Tranquility,103230,2018/05/13,103230,,103230,,,Yes,No,1,Wise Man's Blood,1,Bloody Tree Knot,1,Fruit of Magic Power,1,Powder of Earth,,,,,2.5,,,,Alchemy,Alchemy,,,
652,6606,Oil of the Abyss,99198,2018/05/13,99198,,99198,,,Yes,No,1,Tyrant's Blood,1,Deep Sea Fruit,2,Powder of Time,2,Bloody Tree Knot,,,,,2.5,,,,Alchemy,Alchemy,,,
653,6651,Distilled Water,1138,2018/05/13,1138,,1138,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
654,6652,Bottle of Sea Water,1323,2018/05/13,1323,,1323,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
655,6653,Bottle of River Water,2286,2018/05/13,2286,,2286,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
656,6656,Purified Water,2050,2018/05/13,2050,,2050,,,Yes,No,,,,,,,,,,,,,,,,,6,Processing - Filtering,,,
657,6657,Bag of Muddy Water,567,2018/05/13,567,,567,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
658,7001,Wheat,374,2018/05/13,374,,374,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Cereal,,
659,7002,Barley,374,2018/05/13,374,,374,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Cereal,,
660,7003,Potato,332,2018/05/13,332,,332,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Cereal,,
661,7004,Sweet Potato,333,2018/05/13,333,,333,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Cereal,,
662,7005,Corn,394,2018/05/13,394,,394,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Cereal,,
663,7006,High-Quality Wheat,1870,2018/05/13,1870,,1870,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
664,7007,High-Quality Barley,1870,2018/05/13,1870,,1870,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
665,7008,High-Quality Potato,1662,2018/05/13,1662,,1662,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
666,7009,High-Quality Sweet Potato,1662,2018/05/13,1662,,1662,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
667,7010,High-Quality Corn,1973,2018/05/13,1973,,1973,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
668,7011,Special Wheat,6360,2018/05/13,6360,,6360,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
669,7012,Special Barley,6360,2018/05/13,6360,,6360,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
670,7013,Special Potato,5654,2018/05/13,5654,,5654,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
671,7014,Special Sweet Potato,5654,2018/05/13,5654,,5654,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
672,7015,Special Corn,6713,2018/05/13,6713,,6713,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
673,7016,Date Palm,627,2018/05/13,627,,627,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
674,7017,Pistachio,350,2018/05/13,350,,350,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
675,7018,Fig,515,2018/05/13,515,,515,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
676,7019,Star Anise,520,2018/05/13,520,,520,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
677,7020,Nutmeg,560,2018/05/13,560,,560,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
678,7021,Freekeh,413,2018/05/13,413,,413,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
679,7022,Teff,287,2018/05/13,287,,287,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
680,7026,Coconut,831,2018/05/13,831,,831,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
681,7101,Wheat Flour,594,2018/05/13,594,,594,,,Yes,No,1,Wheat,,,,,,,,,,,2.5,,,,6,Processing - Grinding,Flour,,
682,7102,Barley Flour,374,2018/05/13,374,,374,,,Yes,No,1,Barley,,,,,,,,,,,2.5,,,,6,Processing - Grinding,Flour,,
683,7103,Potato Flour,569,2018/05/13,569,,569,,,Yes,No,1,Potato,,,,,,,,,,,2.5,,,,6,Processing - Grinding,Flour,,
684,7104,Sweet Potato Flour,569,2018/05/13,569,,569,,,Yes,No,1,Sweet Potato,,,,,,,,,,,2.5,,,,6,Processing - Grinding,Flour,,
685,7105,Corn Flour,629,2018/05/13,629,,629,,,Yes,No,1,Corn,,,,,,,,,,,2.5,,,,6,Processing - Grinding,Flour,,
686,7106,Teff Flour,545,2018/05/13,545,,545,,,Yes,No,1,Teff,,,,,,,,,,,2.5,,,,6,Processing - Grinding,,,
687,7107,Freekeh Flour,305,2018/05/13,305,,305,,,Yes,No,1,Freekeh,,,,,,,,,,,2.5,,,,6,Processing - Grinding,,,
688,7201,Wheat Dough,569,2018/05/13,569,,569,,,Yes,No,1,Wheat Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,Dough,,
689,7202,Barley Dough,569,2018/05/13,569,,569,,,Yes,No,1,Barley Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,Dough,,
690,7203,Potato Dough,436,2018/05/13,436,,436,,,Yes,No,1,Potato Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,Dough,,
691,7204,Sweet Potato Dough,534,2018/05/13,534,,534,,,Yes,No,1,Sweet Potato Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,Dough,,
692,7205,Corn Dough,594,2018/05/13,594,,594,,,Yes,No,1,Corn Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,Dough,,
693,7206,Teff Flour Dough,454,2018/05/13,454,,454,,,Yes,No,1,Teff Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,,,
694,7207,Freekeh Flour Dough,359,2018/05/13,359,,359,,,Yes,No,1,Freekeh Flour,1,Mineral Water,,,,,,,,,2.5,,,,6,Processing - Shaking,,,
695,7301,Pepper,561,2018/05/13,561,,561,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
696,7302,Garlic,641,2018/05/13,641,,641,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
697,7303,Onion,664,2018/05/13,664,,664,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
698,7304,Strawberry,528,2018/05/13,528,,528,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
699,7305,Hot Pepper,547,2018/05/13,547,,547,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
700,7306,Pumpkin,363,2018/05/13,363,,363,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Vegetable,,
701,7307,Grape,748,2018/05/13,748,,748,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
702,7308,Sunflower,789,2018/05/13,789,,789,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Flower,,
703,7309,Olive,437,2018/05/13,437,,437,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Vegetable,,
704,7311,Tomato,401,2018/05/13,401,,401,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Vegetable,,
705,7312,Paprika,453,2018/05/13,453,,453,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Vegetable,,
706,7313,Apple,831,2018/05/13,831,,831,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
707,7314,Cherry,831,2018/05/13,831,,831,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
708,7315,Pear,830,2018/05/13,830,,830,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
709,7316,Banana,830,2018/05/13,830,,830,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
710,7317,Pineapple,830,2018/05/13,830,,830,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Fruit,,
711,7318,Cabbage,788,2018/05/13,788,,788,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Vegetable,,
712,7319,Rose,831,2018/05/13,831,,831,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Flower,,
713,7320,Tulip,831,2018/05/13,831,,831,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,Flower,,
714,7321,High-Quality Strawberry,3491,2018/05/13,3491,,3491,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
715,7322,Special Strawberry,8990,2018/05/13,8990,,8990,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
716,7323,High-Quality Pepper,3417,2018/05/13,3417,,3417,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
717,7324,High-Quality Garlic,3928,2018/05/13,3928,,3928,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
718,7325,High-Quality Onion,3781,2018/05/13,3781,,3781,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
719,7327,High-Quality Hot Pepper,3564,2018/05/13,3564,,3564,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
720,7328,High-Quality Pumpkin,2799,2018/05/13,2799,,2799,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
721,7329,High-Quality Grape,4073,2018/05/13,4073,,4073,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
722,7330,High-Quality Sunflower,4218,2018/05/13,4218,,4218,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
723,7331,High-Quality Olive,2746,2018/05/13,2746,,2746,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
724,7333,High-Quality Tomato,3107,2018/05/13,3107,,3107,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
725,7334,High-Quality Paprika,3209,2018/05/13,3209,,3209,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
726,7335,Special Pepper,6400,2018/05/13,6400,,6400,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
727,7336,Special Garlic,6073,2018/05/13,6073,,6073,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
728,7337,Special Onion,7145,2018/05/13,7145,,7145,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
729,7339,Special Hot Pepper,5510,2018/05/13,5510,,5510,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
730,7340,Special Pumpkin,6888,2018/05/13,6888,,6888,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
731,7341,Special Grape,6297,2018/05/13,6297,,6297,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
732,7342,Special Sunflower,6522,2018/05/13,6522,,6522,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
733,7343,Special Olive,7699,2018/05/13,7699,,7699,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
734,7344,Special Tomato,6500,2018/05/13,6500,,6500,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
735,7345,Special Paprika,6747,2018/05/13,6747,,6747,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
736,7347,Aloe,378,2018/05/13,378,,378,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
737,7348,Cinnamon,378,2018/05/13,378,,378,,,Yes,No,,,,,,,,,,,,,,,,,,Gathering,,,
738,7401,Pepper Crate,855,2018/05/13,855,,855,,,No,No,10,Pepper,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
739,7402,Garlic Crate,960,2018/05/13,960,,960,,,No,No,10,Garlic,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
740,7403,Onion Crate,930,2018/05/13,930,,930,,,No,No,10,Onion,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
741,7404,Strawberry Crate,870,2018/05/13,870,,870,,,No,No,10,Strawberry,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
742,7405,Hot Pepper Crate,885,2018/05/13,885,,885,,,No,No,10,Hot Pepper,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
743,7406,Pumpkin Crate,900,2018/05/13,900,,900,,,No,No,10,Pumpkin,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
744,7407,Grape Crate,990,2018/05/13,990,,990,,,No,No,10,Grape,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
745,7408,Sunflower Crate,1020,2018/05/13,1020,,1020,,,No,No,10,Sunflower,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
746,7409,Olive Crate,1020,2018/05/13,1020,,1020,,,No,No,10,Olive Oil,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
747,7410,Carrot Crate,900,2018/05/13,900,,900,,,No,No,10,Carrot,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
748,7411,Tomato Crate,930,2018/05/13,930,,930,,,No,No,10,Tomato,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
749,7412,Paprika Crate,960,2018/05/13,960,,960,,,No,No,10,Paprika,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
750,7421,High-Quality Strawberry Crate,4050,2018/05/13,4050,,4050,,,No,No,10,High-Quality Strawberry,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
751,7422,Special Strawberry Crate,12690,2018/05/13,12690,,12690,,,No,No,10,Special Strawberry,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
752,7423,Potato Crate,690,2018/05/13,690,,690,,,No,No,10,Potato,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
753,7424,Barley Crate,720,2018/05/13,720,,720,,,No,No,10,Barley,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
754,7425,Wheat Crate,720,2018/05/13,720,,720,,,No,No,10,Wheat,1,Black Stone Powder,,,,,,,,,1,,,,,Workshop,,Trade Item,
